year,department,isic_section,sector_label,value
2018,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.08672814227113484
2018,cochabamba,B,Actividad extractiva,0.0954790562380476
2018,cochabamba,C,Industrias manufactureras,-0.4106395311196344
2018,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",0.23687534219711864
2018,cochabamba,F,Construcción,0.7798498829898012
2018,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,0.05487563821337016
2018,cochabamba,H,Transporte y almacenamiento,0.47278463338253934
2018,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.1701766089843887
2018,cochabamba,J,Comunicación e informaciones,0.1067663169838923
2018,cochabamba,K,Actividades financieras y de seguros,0.156483978068555
2018,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",0.9060543744758118
2018,cochabamba,O,Administracion publica,-0.008815408125599757
2018,cochabamba,P,Enseñanza,0.4688550395792528
2018,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,0.18280298186587499
2018,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",-0.31359626362019416
2019,cochabamba,,Impuestos netos de subvenciones a los productos,-0.6773195805358816
2019,cochabamba,,PRODUCTO INTERNO BRUTO,-0.44184089618525485
2019,cochabamba,,VALOR AGREGADO BRUTO,0.2354786843506406
2019,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.20659485874086517
2019,cochabamba,B,Actividad extractiva,-0.23514344479842822
2019,cochabamba,C,Industrias manufactureras,0.5451764497601235
2019,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",0.1786190873876478
2019,cochabamba,F,Construcción,0.005473685410370145
2019,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,0.18662444118273022
2019,cochabamba,H,Transporte y almacenamiento,-0.13322462814889494
2019,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.058208045184306466
2019,cochabamba,J,Comunicación e informaciones,-0.012633249349202619
2019,cochabamba,K,Actividades financieras y de seguros,-0.10136168559513128
2019,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",-0.4456161771152858
2019,cochabamba,O,Administracion publica,-0.055120611876996614
2019,cochabamba,P,Enseñanza,-0.20994656140464207
2019,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,0.20135438669064626
2019,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",0.04647408828252118
2020,cochabamba,,Impuestos netos de subvenciones a los productos,-0.9778547222020273
2020,cochabamba,,PRODUCTO INTERNO BRUTO,-11.549303244462621
2020,cochabamba,,VALOR AGREGADO BRUTO,-10.571448522260626
2020,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.7274088329081347
2020,cochabamba,B,Actividad extractiva,-0.2141686036551806
2020,cochabamba,C,Industrias manufactureras,-1.8745363417053185
2020,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",-0.0629189412911353
2020,cochabamba,F,Construcción,-1.3871869744039562
2020,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,-2.4867598192669487
2020,cochabamba,H,Transporte y almacenamiento,-1.7463304853578578
2020,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,-1.336772187410247
2020,cochabamba,J,Comunicación e informaciones,-0.03163488264386758
2020,cochabamba,K,Actividades financieras y de seguros,-0.19749068451784857
2020,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",-0.886081708773782
2020,cochabamba,O,Administracion publica,-0.2591399583223793
2020,cochabamba,P,Enseñanza,-0.08771074318820724
2020,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,0.35028849900835346
2020,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",-1.0784145236403548
2021,cochabamba,,Impuestos netos de subvenciones a los productos,0.11944024836155583
2021,cochabamba,,PRODUCTO INTERNO BRUTO,7.851302221412554
2021,cochabamba,,VALOR AGREGADO BRUTO,7.7318619730510205
2021,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.3867806286048956
2021,cochabamba,B,Actividad extractiva,-0.15067519361250092
2021,cochabamba,C,Industrias manufactureras,0.8840761667972343
2021,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",0.14281044157781217
2021,cochabamba,F,Construcción,1.0666704617942393
2021,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,1.6869096039690696
2021,cochabamba,H,Transporte y almacenamiento,1.1678521099664858
2021,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.9055648875796458
2021,cochabamba,J,Comunicación e informaciones,0.035423727690378284
2021,cochabamba,K,Actividades financieras y de seguros,-0.039028417762331145
2021,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",0.6720356656834272
2021,cochabamba,O,Administracion publica,0.2920952789367402
2021,cochabamba,P,Enseñanza,0.057387793013273056
2021,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,0.23140479497546282
2021,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",0.3925540238371872
2022,cochabamba,,Impuestos netos de subvenciones a los productos,-0.714571101513249
2022,cochabamba,,PRODUCTO INTERNO BRUTO,5.434069416343434
2022,cochabamba,,VALOR AGREGADO BRUTO,6.148640517856653
2022,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.16811942531468205
2022,cochabamba,B,Actividad extractiva,-0.19659663066366995
2022,cochabamba,C,Industrias manufactureras,1.1739424268061243
2022,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",-0.05298960570055475
2022,cochabamba,F,Construcción,0.029110005431606276
2022,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,1.6820472896532963
2022,cochabamba,H,Transporte y almacenamiento,0.05676727469080098
2022,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.8045228123602817
2022,cochabamba,J,Comunicación e informaciones,0.05950301427853898
2022,cochabamba,K,Actividades financieras y de seguros,0.021648336603697534
2022,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",1.1051208286037253
2022,cochabamba,O,Administracion publica,0.12428833492160503
2022,cochabamba,P,Enseñanza,0.09088388613847907
2022,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,0.20279600889321345
2022,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",0.8794771105248849
2023,cochabamba,,Impuestos netos de subvenciones a los productos,-0.23251708891430925
2023,cochabamba,,PRODUCTO INTERNO BRUTO,5.87930095459717
2023,cochabamba,,VALOR AGREGADO BRUTO,6.111818043511433
2023,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.24836867518012626
2023,cochabamba,B,Actividad extractiva,0.8436489111471946
2023,cochabamba,C,Industrias manufactureras,0.7173332476508649
2023,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",0.019878162414479487
2023,cochabamba,F,Construcción,0.394771515833363
2023,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,0.12399311866226538
2023,cochabamba,H,Transporte y almacenamiento,0.3329136017055692
2023,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.22528616688617373
2023,cochabamba,J,Comunicación e informaciones,0.08157670231190878
2023,cochabamba,K,Actividades financieras y de seguros,0.21718642080728617
2023,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",2.192723061903219
2023,cochabamba,O,Administracion publica,0.06574252427705257
2023,cochabamba,P,Enseñanza,0.24805924099158805
2023,cochabamba,Q,Actividades de atencion de la salud humana y de asistencia social,-0.0431105666378236
2023,cochabamba,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",0.44344726037822013
2024,cochabamba,,Impuestos netos de subvenciones a los productos,-1.08058539062499
2024,cochabamba,,PRODUCTO INTERNO BRUTO,-0.20578155661362987
2024,cochabamba,,VALOR AGREGADO BRUTO,0.8748038340113538
2024,cochabamba,A,"Agricultura, ganaderia, silvicultura y pesca",0.2556803031445581
2024,cochabamba,B,Actividad extractiva,1.0120954665564872
2024,cochabamba,C,Industrias manufactureras,0.4495235332641317
2024,cochabamba,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",0.25435554979190367
2024,cochabamba,F,Construcción,-0.019313542762082095
2024,cochabamba,G,Comercio; reparacion de vehículos automotores y motocicletas,-0.07057155810033874
2024,cochabamba,H,Transporte y almacenamiento,-0.2257754775426676
2024,cochabamba,I,Actividades de alojamiento y de servicio de comidas y bebidas,0.15007159680285834
2024,cochabamba,J,Comunicación e informaciones,0.07893060986659897
2024,cochabamba,K,Actividades financieras y de seguros,0.08048418498692003
2024,cochabamba,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",-1.0003874406621802
