year,department,isic_section,sector_label,value
2020,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",105.83353411465743
2020,chuquisaca,O,Administracion publica,98.15164236482894
2020,chuquisaca,P,Enseñanza,98.09955861910132
2020,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,135.54724752025706
2020,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",86.96970010075223
2021,chuquisaca,,Impuestos netos de subvenciones a los productos,83.40961977950842
2021,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),94.40315793270818
2021,chuquisaca,,VALOR AGREGADO BRUTO,95.1670527287202
2021,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",119.69149821608133
2021,chuquisaca,B,Actividad extractiva,88.96010617177559
2021,chuquisaca,C,Industrias manufactureras,83.08327293711979
2021,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",101.1911360379291
2021,chuquisaca,F,Construcción,55.609361626033525
2021,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,95.5308867276022
2021,chuquisaca,H,Transporte y almacenamiento,86.78283608584277
2021,chuquisaca,I,Actividades de alojamiento y de servicio de comidas y bebidas,86.04786058532895
2021,chuquisaca,J,Comunicación e informaciones,93.15950383981823
2021,chuquisaca,K,Actividades financieras y de seguros,116.17057411075304
2021,chuquisaca,L+M+N,"Actividades inmobiliarias, empresariales y de alquiler",103.79277787084465
2021,chuquisaca,O,Administracion publica,100.67743758640103
2021,chuquisaca,P,Enseñanza,98.14870692400675
2021,chuquisaca,Q,Actividades de atencion de la salud humana y de asistencia social,144.03226716559212
2021,chuquisaca,R+S+T,"Actividades artisticas, de entretenimiento, recreativas y otros servicios",88.13226288451482
2022,chuquisaca,,Impuestos netos de subvenciones a los productos,90.06880468194252
2022,chuquisaca,,PRODUCTO  INTERNO  BRUTO(1),99.95694649603068
2022,chuquisaca,,VALOR AGREGADO BRUTO,100.64851977555874
2022,chuquisaca,A,"Agricultura, ganaderia, silvicultura y pesca",118.7560258746599
2022,chuquisaca,B,Actividad extractiva,101.83821391371592
2022,chuquisaca,C,Industrias manufactureras,89.84207035006689
2022,chuquisaca,D+E,"Suministro de electricidad, agua y recolección de desechos sólidos",106.0723355238078
2022,chuquisaca,F,Construcción,54.01772165456131
2022,chuquisaca,G,Comercio; reparacion de vehículos automotores y motocicletas,107.16520367920846
2022,chuquisaca,H,Transporte y almacenamiento,92.20584543808083
